id,title,author,issue,volume,venue,page,pub_date,type,publisher,editor,omid,doi,pmid,other_id,pub_year,pub_month,pub_day
omid:br/06202770497 doi:10.1039/c8qo00507a,Palladium-catalyzed Reductive Electrocarboxylation Of Allyl Esters With Carbon Dioxide,"Jiao, Ke-Jin, Li, Zhao-Ming, Xu, Xue-Tao, Zhang, Li-Pu, Li, Yi-Qian, Zhang, Kun, Mei, Tian-Sheng",14,5.0,Organic Chemistry Frontiers,2244-2248,2018,journal article,Royal Society Of Chemistry (Rsc),,omid:br/06202770497,doi:10.1039/c8qo00507a,,,2018.0,1.0,1.0
omid:br/06301544305 doi:10.1021/ja00017a069,Electronic Tuning Of Asymmetric Catalysts,"Jacobsen, Eric N., Zhang, Wei, Guler, Mehmet L.",17,113,Journal Of The American Chemical Society,6703-6704,1991-08,journal article,American Chemical Society (Acs),,omid:br/06301544305,doi:10.1021/ja00017a069,,,1991.0,8.0,1.0
omid:br/06301544781 doi:10.1021/ja00269a029 pmid:22175576,Epoxidation Of Olefins With Cationic (salen)manganese(III) Complexes. The Modulation Of Catalytic Activity By Substituents,"Srinivasan, K., Michaud, P., Kochi, Jay K.",9,108,Journal Of The American Chemical Society,2309-2320,1986-04,journal article,American Chemical Society (Acs),,omid:br/06301544781,doi:10.1021/ja00269a029,pmid:22175576,,1986.0,4.0,1.0
omid:br/06301541834 pmid:27384544 doi:10.1021/jacs.6b05505,"BN, BO, And BCN Bond Formation Via Palladium-Catalyzed Cross-Coupling Of B-Bromo-Carboranes","Dziedzic, Rafal M., Saleh, Liban M. A., Axtell, Jonathan C., Martin, Joshua L., Stevens, Simone L., Royappa, A. Timothy, Rheingold, Arnold, Spokoyny, Alexander",29,138,Journal Of The American Chemical Society,9081-9084,2016-07-13,journal article,American Chemical Society (Acs),,omid:br/06301541834,doi:10.1021/jacs.6b05505,pmid:27384544,,2016.0,7.0,13.0
omid:br/06301541076 doi:10.1021/ja960182q,Analyses Of Anionic Cu(I) Complexes Via Electrospray Mass Spectrometry,"Lipshutz, Bruce H., Stevens, Kirk L., James, Brian, Pavlovich, James G., Snyder, James P.",28,118,Journal Of The American Chemical Society,6796-6797,1996,journal article,American Chemical Society (Acs),,omid:br/06301541076,doi:10.1021/ja960182q,,,1996.0,1.0,1.0
omid:br/061303859454 doi:10.3390/antiox12030544,Antioxidant And Antimicrobial Effect Of Biodegradable Films Containing Pitaya (Stenocereus Thurberi) Extracts During The Refrigerated Storage Of Fish,"Aubourg, Santiago Pedro, Barros-Velzquez, Jorge, Castro-Enrquez, Daniela, Miranda, Jos M., Rodrguez-Flix, Francisco, Trigo, Marcos",3,12.0,Antioxidants,544-544,2023-02-21,journal article,Mdpi Ag,,omid:br/061303859454,doi:10.3390/antiox12030544,,,2023.0,2.0,21.0
omid:br/061303859429 doi:10.3390/antiox12051028,Cocoa Bean Shell: A By-Product With High Potential For Nutritional And Biotechnological Applications,"Daz, Mario, Laca, Adriana, Laca, Amanda, Snchez, Marta",5,12.0,Antioxidants,1028-1028,2023-04-28,journal article,Mdpi Ag,,omid:br/061303859429,doi:10.3390/antiox12051028,,,2023.0,4.0,28.0
omid:br/06420169118 doi:10.1007/978-3-031-34985-0_10,Semantic Matching Through Knowledge Graphs: A Smart City Case,"Amlashi, Danial M., Lee, Moonkun, Voelz, Alexander",,,Lecture Notes In Business Information Processing,92-104,2023,book chapter,Springer Science And Business Media Llc,,omid:br/06420169118,doi:10.1007/978-3-031-34985-0_10,,,2023.0,1.0,1.0
omid:br/06420163384 doi:10.1097/md.0000000000032318,Identifying Stage-Associated Hub Genes In Bladder Cancer Via Weighted Gene Co-Expression Network And Robust Rank Aggregation Analyses,"Feng, Fu, Huang, Jian-Hua, Lin, Fu-Xiang, Mai, Yuan, Wei, Wei, Xu, Zhan-Ping, Zhao, Peng-Peng, Zhong, Yu-Xiang, Zhu, Hua-Cai",51,101.0,Medicine,e32318-e32318,2022-12-23,journal article,Ovid Technologies (Wolters Kluwer Health),,omid:br/06420163384,doi:10.1097/md.0000000000032318,,,2022.0,12.0,23.0
omid:br/06420163330 doi:10.1097/md.0000000000032304,Efficacy And Safety Of Single- And Multiple-Antenna Microwave Ablation For The Treatment Of Hepatocellular Carcinoma And Liver Metastases: A Systematic Review And Network Meta-Analysis,"Han, Yi, Qian, Yingjun, Wu, Min, Zhao, Wangyang",51,101.0,Medicine,e32304-e32304,2022-12-23,journal article,Ovid Technologies (Wolters Kluwer Health),,omid:br/06420163330,doi:10.1097/md.0000000000032304,,,2022.0,12.0,23.0
omid:br/06420163370 doi:10.1097/md.0000000000032336,"Anxiety, Depression And Post-Traumatic Stress Disorder And Related Factors Among Chinese Population During The COVID-19 Pandemic: A Cross-Sectional Study","Du, Ji-Wei, He, Hong-Gu, Huang, Zhuo, Kong, Yue, Li, Wen-Gang, Liu, Ke-Xian, Liu, Yang, Liu, Yi-Fei, Mi, Bai-Bing, Shen, Qu, Xie, Yao-Jie, Yang, Jin-Qiu, Zhu, Hai-Hua, Zhu, Jie-Min",51,101.0,Medicine,e32336-e32336,2022-12-23,journal article,Ovid Technologies (Wolters Kluwer Health),,omid:br/06420163370,doi:10.1097/md.0000000000032336,,,2022.0,12.0,23.0
omid:br/06420164452 doi:10.1039/d3en00181d,Silver Nanoparticles Affect Bidirectional Crosstalk Between Mitochondria And Lysosomes In Hemocyte Subtypes Of The Oyster Crassostrea Hongkongensis,"Luo, Yali, Wang, Wen-Xiong",8,10.0,Environmental Science: Nano,2157-2171,2023,journal article,Royal Society Of Chemistry (Rsc),,omid:br/06420164452,doi:10.1039/d3en00181d,,,2023.0,1.0,1.0
omid:br/06420164490 doi:10.1039/d2en00837h,In Situ Construction Of A Magnesium Foliar Fertilizer With pH-controlled Release And High Adhesion Capacity,"Li, Wenchao, Shen, Yue, Wang, Guozhong, Zhang, Xinyuan, Zhou, Hongjian, Zou, Zidan",1,10.0,Environmental Science: Nano,115-128,2023,journal article,Royal Society Of Chemistry (Rsc),,omid:br/06420164490,doi:10.1039/d2en00837h,,,2023.0,1.0,1.0
omid:br/06250869262 doi:10.1002/ejoc.200400128,Cyclizations Of Silyl Enol Ether Radical Cations The Cause Of The Stereoselectivity,"Bunte, Jens O., Heilmann, Eike K., Hein, Birka, Mattay, Jochen",16.0,2004.0,European Journal Of Organic Chemistry,3535-3550,2004-08,journal article,Wiley,,omid:br/06250869262,doi:10.1002/ejoc.200400128,,,2004.0,8.0,1.0
omid:br/06504465471 doi:10.1111/joim.13614,Risk Factors For Impaired Respiratory Function Post COVID19: A Prospective Cohort Study Of Nonhospitalized And Hospitalized Patients,"Ahlm, Clas, Bjrsell, Tove, Blomberg, Anders, Cajander, Sara, Edin, Alicia, Forsell, Mattias N.E., Lange, Anna, Normark, Johan, Sundh, Josefin, Tevell, Staffan",5,293.0,Journal Of Internal Medicine,600-614,2023-02-23,journal article,Wiley,,omid:br/06504465471,doi:10.1111/joim.13614,,,2023.0,2.0,23.0
omid:br/06504465476 doi:10.1111/joim.13637,SARSCoV2 Antibody Dynamics Over Time And Risk Factors Associated With Infection And Long COVID19 Symptoms In Large Working Environments,"Boding, Lasse, Dvoncova, Kristina, Fjordager, Charlotte Gands, Fogh, Kamille, Garred, Caroline Hartwell, Garred, Peter, Hansen, Cecilie Bo, Hilsted, Linda, Hyveled, Liselotte, Iversen, Kasper Karmark, Jarlhelt, Ida, Lauritsen, Klara Tlbll, Madsen, Johannes Roth, Nielsen, Pernille Brok, Petersen, Steffan Svejgaard, Prez-Als, Laura",6,293.0,Journal Of Internal Medicine,763-781,2023-04-17,journal article,Wiley,,omid:br/06504465476,doi:10.1111/joim.13637,,,2023.0,4.0,17.0
omid:br/06501896418 doi:10.1109/sest.2019.8849106,Machine Learning Algorithms In Forecasting Of Photovoltaic Power Generation,"Su, Di, Batzelis, Efstratios, Pal, Bikash",,,2019 International Conference On Smart Energy Systems And Technologies (SEST),,2019-09,proceedings article,Institute Of Electrical And Electronics Engineers (Ieee),,omid:br/06501896418,doi:10.1109/sest.2019.8849106,,,2019.0,9.0,1.0
omid:br/061104061865 doi:10.1002/fes3.440,"Tolerance Of Plant Virus Disease: Its Genetic, Physiological, And Epidemiological Significance","Jeger, Michael J.",,,Food And Energy Security,,2022-12-14,journal article,Wiley,,omid:br/061104061865,doi:10.1002/fes3.440,,,2022.0,12.0,14.0
omid:br/061104061019 doi:10.1016/j.apsusc.2023.157481,Surface Morphology Effects On The Mechanical And Electronic Properties Of Halogenated Porous 3C-SiC: A DFT Study,"Bermeo-Campos, R., Calvino, M., Cruz-Irisson, Miguel, Madrigal-Carrillo, K., Miranda, A., Perez-Figueroa, S.E., Salazar, F., Trejo, A.",,631,Applied Surface Science,157481-157481,2023-09,journal article,Elsevier Bv,,omid:br/061104061019,doi:10.1016/j.apsusc.2023.157481,,,2023.0,9.0,1.0
omid:br/06340171831 doi:10.1016/j.jenvman.2023.118468,Spatiotemporal Variability And Controlling Factors Of Groundwater Depletion In Endorheic Basins Of Northwest China,"Chen, Yuqing, Cheng, Wenju, Feng, Qi, Habiyakare, Telesphore, Sindikubwabo, Celestin, Xi, Haiyang, Yin, Xinwei, Zhao, Xinyue",,344.0,Journal Of Environmental Management,118468-118468,2023-10,journal article,Elsevier Bv,,omid:br/06340171831,doi:10.1016/j.jenvman.2023.118468,,,2023.0,10.0,1.0
omid:br/06340171840 doi:10.1016/j.jenvman.2023.117720,Prevalence Of Microplastics In Commercially Sold Soft Drinks And Human Risk Assessment,"Altunk, Abdullah",,336.0,Journal Of Environmental Management,117720-117720,2023-06,journal article,Elsevier Bv,,omid:br/06340171840,doi:10.1016/j.jenvman.2023.117720,,,2023.0,6.0,1.0
omid:br/06340171551 doi:10.1016/j.jenvman.2023.118062,Multi-scenario Simulation Of China's Dynamic Relationship Between WaterLand Resources Allocation And Cultivated Land Use Based On Shared Socioeconomic Pathways,"Wang, Zhanqi, Xu, Feng, Yin, Ruimin",,341.0,Journal Of Environmental Management,118062-118062,2023-09,journal article,Elsevier Bv,,omid:br/06340171551,doi:10.1016/j.jenvman.2023.118062,,,2023.0,9.0,1.0
omid:br/06340171518 doi:10.1016/j.jenvman.2022.117101,"Pyrometallurgy Treatment Of Electroplating Sludge, Emulsion Mud And Coal Ash: ZnAlFeO4 Spinel Separation And Stabilization In Calcium Metasilicate Glass","Hong, Zhang, Hongyu, Chen, Jiabao, Qin, Qi, Han, Zhu, Suiyi, Xianze, Wang, Yidi, Gao, Ying, Zhang, Yuxin, Zhang, Zhan, Qu, Zhihua, Wang",,329.0,Journal Of Environmental Management,117101-117101,2023-03,journal article,Elsevier Bv,,omid:br/06340171518,doi:10.1016/j.jenvman.2022.117101,,,2023.0,3.0,1.0
omid:br/06340179496 doi:10.1021/acs.biomac.3c00126,Three-Dimensional Nucleic Acid Nanostructures Based On Self-Assembled Polymer-Oligonucleotide Conjugates Of Comblike And Coil-Comb Chain Architectures,"Dimitrov, Erik, Doumanov, Jordan A., Mladenova, Kirilka, Petrova, Svetla, Pispas, Stergios, Rangelov, Stanislav, Toncheva-Moncheva, Natalia",5,24.0,Biomacromolecules,2213-2224,2023-04-04,journal article,American Chemical Society (Acs),,omid:br/06340179496,doi:10.1021/acs.biomac.3c00126,,,2023.0,4.0,4.0
omid:br/06340179712 doi:10.1021/acs.biomac.3c00144,Modular Catalysis: Aptamer Enhancement Of Enzyme Kinetics In A Nanoparticle Reactor,"Das, Soumen, Finn, M. G., Heemstra, Jennifer M., Jenkins, Matthew C., Manuel, Brea A., Sanford, Aimee",4,24.0,Biomacromolecules,1934-1941,2023-03-29,journal article,American Chemical Society (Acs),,omid:br/06340179712,doi:10.1021/acs.biomac.3c00144,,,2023.0,3.0,29.0
omid:br/06340179076 doi:10.1016/j.virol.2023.03.018,Broadening The Host Range And Genetic Diversity Of Waikaviruses,"Baranwal, V.K., Rajeswari, V., Kavi Sidharthan, Venkidusamy",,582.0,Virology,106-113,2023-05,journal article,Elsevier Bv,,omid:br/06340179076,doi:10.1016/j.virol.2023.03.018,,,2023.0,5.0,1.0
omid:br/06340179032 doi:10.1016/j.virol.2023.02.004,Diverse DNA Virus Genomes Identified In Fecal Samples Of Mexican Free-Tailed Bats (Tadarida Brasiliensis) Captured In Chiricahua Mountains Of Southeast Arizona (USA),"Custer, Joy M., Harding, Ciara, Kraberger, Simona, Larsen, Brendan B., Otto, Hans W., Potticary, Ahva L., Suazo, Crystal, Upham, Nathan S., Van Doorslaer, Koenraad, Varsani, Arvind, Worobey, Michael",,580.0,Virology,98-111,2023-03,journal article,Elsevier Bv,,omid:br/06340179032,doi:10.1016/j.virol.2023.02.004,,,2023.0,3.0,1.0
omid:br/06330136630 doi:10.1007/s10875-023-01482-y,Safety And Efficacy Of Hizentra Following Pediatric Hematopoietic Cell Transplant For Treatment Of Primary Immunodeficiencies,"Buckley, Rebecca H., Heimall, Jennifer, Morris, David, Patel, Niraj C., Pozos, Tamara C., Sriaroon, Panida, Thakar, Monica S., Torgerson, Troy, Vilkama, Diana, Younger, M. Elizabeth M.",7,43.0,Journal Of Clinical Immunology,1557-1565,2023-06-02,journal article,Springer Science And Business Media Llc,,omid:br/06330136630,doi:10.1007/s10875-023-01482-y,,,2023.0,6.0,2.0
omid:br/06330136754 doi:10.1007/s10875-023-01507-6,Quality Of Life Evaluation In Saudi Arabian Pediatric Patients With Primary Immunodeficiency Diseases Receiving 20% Subcutaneous IgG Infusions At Home,"Al Saud, Dema, Al-Dhekri, Hasan, Al-Mousa, Hamoud, Al-Saud, Bandar, AlRumayyan, Nora, Albuhairi, Sultan, Alfattani, Areej, Arnaout, Rand, Awwad, Sawsan Abu, Balhareth, Sakra S., De Vol, Edward B., Elshorbagi, Sahar, Mohammed, Reem",6,43.0,Journal Of Clinical Immunology,1360-1366,2023-05-05,journal article,Springer Science And Business Media Llc,,omid:br/06330136754,doi:10.1007/s10875-023-01507-6,,,2023.0,5.0,5.0
omid:br/06130537321 doi:10.1016/j.asoc.2018.08.049,Hyperspectral Image Classification Using K-Sparse Denoising Autoencoder And SpectralRestricted Spatial Characteristics,"Lan, Rushi, Li, Zeya, Liu, Zhenbing, Gu, Tianlong, Luo, Xiaonan",,74.0,Applied Soft Computing,693-708,2019-01,journal article,Elsevier Bv,,omid:br/06130537321,doi:10.1016/j.asoc.2018.08.049,,,2019.0,1.0,1.0
omid:br/06803896672 doi:10.1175/1520-0485(1999)029<2471:sefmot>2.0.co;2,Seasonal Eddy Field Modulation Of The North Pacific Subtropical Countercurrent: TOPEX/Poseidon Observations And Theory,"Qiu, Bo",10.0,29.0,Journal Of Physical Oceanography,2471-2486,1999-10,journal article,American Meteorological Society,,omid:br/06803896672,doi:10.1175/1520-0485(1999)029<2471:sefmot>2.0.co;2,,,1999.0,10.0,1.0
omid:br/062203917933 doi:10.1126/science.add8606,Dwarfism And Gigantism Drive Human-Mediated Extinctions On Islands,"Alcover, Josep Antoni, Bentez-Lpez, Ana, Bover, Pere, Chase, Jonathan M., Fujita, Masaki, Kubo, Mugino O., Lomolino, Mark V., Lyons, S. Kathleen, Ochoa, Janine, Rozzi, Roberto, Scarborough, Matthew E., Silvestro, Daniele, Tsai, Cheng-Hsiu, Turvey, Samuel T., Zizka, Alexander, Van Der Geer, Alexandra A. E.",6636,379.0,Science,1054-1059,2023-03-10,journal article,American Association For The Advancement Of Science (Aaas),,omid:br/062203917933,doi:10.1126/science.add8606,,,2023.0,3.0,10.0
omid:br/062203917131 doi:10.3390/rs15123133,Evaluating The Performance Of PRISMA Shortwave Infrared Imaging Sensor For Mapping Hydrothermally Altered And Weathered Minerals Using The Machine Learning Paradigm,"Agrawal, Neelam, Govil, Himanshu, Gupta, Manika, Mishra, Gaurav, Srivastava, Prashant K",12,15.0,Remote Sensing,3133-3133,2023-06-15,journal article,Mdpi Ag,,omid:br/062203917131,doi:10.3390/rs15123133,,,2023.0,6.0,15.0
omid:br/062203919704 doi:10.1101/2022.11.30.518202,Efflux Pump Gene Amplifications Bypass Necessity Of Multiple Target Mutations For Resistance Against Dual-Targeting Antibiotic,"Khare, Anupama, Silva, Kalinga Pavan T., Sundar, Ganesh",,,,,2022-11-30,web content,Cold Spring Harbor Laboratory,,omid:br/062203919704,doi:10.1101/2022.11.30.518202,,,2022.0,11.0,30.0
omid:br/062203919701 doi:10.1101/2022.11.29.22282851,Head-to-head Comparison Between Plasma P-Tau217 And Flortaucipir-PET In Amyloid-Positive Patients With Cognitive Impairment,"Boxer, Adam L., Dage, Jeffrey L., Heuer, Hillary, Iaccarino, Leonardo, Jagust, William J., Joie, Renaud La, Lago, Argentina L., Miller, Bruce L., Mundada, Nidhi S., Okoye, Obiora C., Rabinovici, Gil D., Rojas, Julio C., Rosen, Howie J., Shankar, Ranjani, Soleimani-Meigooni, David N., Teunissen, Charlotte E., Thijssen, Elisabeth H., Vandevrede, Lawren",,,,,2022-11-30,web content,Cold Spring Harbor Laboratory,,omid:br/062203919701,doi:10.1101/2022.11.29.22282851,,,2022.0,11.0,30.0
omid:br/062203919338 doi:10.2196/preprints.44638,Mindfulness-Based Mobile Apps And Their Impact On Well-Being In Nonclinical Populations: Systematic Review Of Randomized Controlled Trials (Preprint),"Ganster, Fabienne Marie, Schwartz, Katrin, Tran, Ulrich S",,,,,2022-11-28,web content,Jmir Publications Inc.,,omid:br/062203919338,doi:10.2196/preprints.44638,,,2022.0,11.0,28.0
omid:br/062203919700 doi:10.1101/2022.11.29.518448,FMRP Phosphorylation Modulates Neuronal Translation Through YTHDF1,"Chen, Shijie, Chen, Yantao, He, Chuan, Jiang, Hualiang, Jin, Peng, Kang, Yunhee, Luo, Cheng, Sepich-Poore, Caraline, Shi, Hailing, Wei, Jiangbo, Wen, Zhexing, Yang, Fan, Zhou, Xiaoming, Zhou, Ying, Zhuang, Xiaoxi, Zou, Zhongyu",,,,,2022-11-30,web content,Cold Spring Harbor Laboratory,,omid:br/062203919700,doi:10.1101/2022.11.29.518448,,,2022.0,11.0,30.0
omid:br/062203919685 doi:10.21203/rs.3.rs-2282641/v1,Genome-wide Transcriptional Response Of Escherichia Coli O157:H7 To Light- Emitting Diodes With Various Wavelengths,"Khan, Shehzad Abid, Kim, Min-Jeong, Yuk, Hyun-Gyun",,,,,2022-12-01,web content,Research Square Platform Llc,,omid:br/062203919685,doi:10.21203/rs.3.rs-2282641/v1,,,2022.0,12.0,1.0
omid:br/062203919461 doi:10.1101/2022.11.30.518475,A Pathogen-Induced Putative NAC Transcription Factor Mediates Leaf Rust Resistance In Barley,"Barto, Jan, Bhatt, Dhara, Chen, Chunhong, Dracatos, Peter, Friendship, Dorian, Holuov, Kateina, Jost, Matthias, Lagudah, Evans, Outram, Megan A., Park, Robert, Periyannan, Sambasivam, Singh, Davinder, Zhang, Peng",,,,,2022-12-01,web content,Cold Spring Harbor Laboratory,,omid:br/062203919461,doi:10.1101/2022.11.30.518475,,,2022.0,12.0,1.0
omid:br/062203914508 doi:10.3168/jds.2022-22057,Association Of Activity And Subsequent Fertility Of Dairy Cows After Spontaneous Estrus Or Timed Artificial Insemination,"Borchardt, Stefan, Heuwieser, W., Plenio, J.-L., Tippenhauer, C.M.",6,106.0,Journal Of Dairy Science,4291-4305,2023-06,journal article,American Dairy Science Association,,omid:br/062203914508,doi:10.3168/jds.2022-22057,,,2023.0,6.0,1.0
omid:br/06504361063 doi:10.1002/ctm2.1007,"Inframe Deletion Of SMC5 Related With The Phenotype Of Primordial Dwarfism, Chromosomal Instability And Insulin Resistance","Han, Bing, Kuang, Yanping, Liu, Xuemeng, Peng, Yajie, Qiao, Jie, Shi, Yuanping, Song, Huaidong, Wan, Yueyue, Xu, Yue, Zhang, Changrun, Zhao, Shuangxia, Zhu, Wenjiao",1,13.0,Clinical And Translational Medicine,,2023-01,journal article,Wiley,,omid:br/06504361063,doi:10.1002/ctm2.1007,,,2023.0,1.0,1.0
omid:br/061503477348 doi:10.1093/0199296855.003.0004,An Economic Theory Of The Long Run,"Garratt, Anthony, Lee, Kevin, Pesaran, M. Hashem, Shin, Yongcheol",,,Global And National Macroeconometric Modelling,67-86,2006-08-03,book chapter,Oxford University Press (Oup),,omid:br/061503477348,doi:10.1093/0199296855.003.0004,,,2006.0,8.0,3.0
omid:br/06503969123 doi:10.1038/s41467-022-34429-9,Ion Rectification Based On Gel Polymer Electrolyte Ionic Diode,"Jiang, Fan, Poh, Wei Church, Chen, Juntong, Gao, Dace, Jiang, Feng, Guo, Xiaoyu, Chen, Jian, Lee, P. S.",1,13.0,Nature Communications,,2022-11-05,journal article,Springer Science And Business Media Llc,,omid:br/06503969123,doi:10.1038/s41467-022-34429-9,,,2022.0,11.0,5.0
omid:br/06901327231 pmid:30291235 doi:10.1038/s41467-018-06260-8,Latitude-dependent Finescale Turbulent Shear Generations In The Pacific Tropical-Extratropical Upper Ocean,"Zhang, Zhiwei, Qiu, Bo, Tian, Jiwei, Zhao, Wei, Huang, Xiaodong",1,9.0,Nature Communications,,2018-10-05,journal article,Springer Science And Business Media Llc,,omid:br/06901327231,doi:10.1038/s41467-018-06260-8,pmid:30291235,,2018.0,10.0,5.0
omid:br/06120113919 pmid:25544609 doi:10.1016/j.cub.2014.12.009,Cell-Size Control And Homeostasis In Bacteria,"Taheri-Araghi, Sattar, Bradde, Serena, Sauls, John T., Hill, Norbert S., Levin, Petra Anne, Paulsson, Johan, Vergassola, Massimo, Jun, Suckjoon",3,25,Current Biology,385-391,2015-02,journal article,Elsevier Bv,,omid:br/06120113919,doi:10.1016/j.cub.2014.12.009,pmid:25544609,,2015.0,2.0,1.0
omid:br/06503569008 doi:10.1007/1-4020-3623-x_2,Tumor Associated Antigens,"Robbins, Paul F.",,,Analyzing T Cell Responses,9-42,,book chapter,Springer Science And Business Media Llc,,omid:br/06503569008,doi:10.1007/1-4020-3623-x_2,,,,,
omid:br/06702833726 doi:10.1016/j.jcorpfin.2014.10.013,Foreign Institutional Investors And Corporate Governance In Emerging Markets: Evidence Of A Split-Share Structure Reform In China,"Huang, Wei, Zhu, Tao",,32.0,Journal Of Corporate Finance,312-326,2015-06,journal article,Elsevier Bv,,omid:br/06702833726,doi:10.1016/j.jcorpfin.2014.10.013,,,2015.0,6.0,1.0
omid:br/062103513850 doi:10.1038/s41380-022-01877-0,Cyclin Y Regulates Spatial Learning And Memory Flexibility Through Distinct Control Of The Actin Pathway,"Seo, Jiyeon, Hwang, Hong-Ik, Sohn, Heesung, Cho, Eunsil, Jung, Sunmin, Kim, Soohyun, Um, Seung Min, Kim, Ji Yeon, Kang, Muwon, Choi, Yuri, Kim, Jong-Hwan, Kim, Mirang, Kim, Seon-Young, Lee, Sun-Kyung, Ahnn, Joohong, Rhim, Hyewhon, Jo, Dong-Gyu, Kim, Eunjoon, Park, Mikyoung",3,28.0,Molecular Psychiatry,1351-1364,2022-11-25,journal article,Springer Science And Business Media Llc,,omid:br/062103513850,doi:10.1038/s41380-022-01877-0,,,2022.0,11.0,25.0
